tendencia;claseterapeutica;corporacion;producto;fechalanzamiento;presentacion;moleculan1;fecini;fecend;tipo
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;KINERASE;2000-03-01;KINERASE CR.FACT.CORP .10 % 40 G;FURFURILADENINA;2014-08-01;2014-12-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;KINERASE;2000-03-01;KINERASE CR.FACT.CORP .10 % 40 G;FURFURILADENINA;2014-12-01;2015-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;KINERASE;2000-03-01;KINERASE CR.FACT.CORP .10 % 40 G;FURFURILADENINA;2016-12-01;2017-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;KINERASE;2000-03-01;KINERASE CR.FACT.CORP .10 % 40 G;FURFURILADENINA;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;KINERASE;2000-03-01;KINERASE CR.FACT.CORP .10 % 40 G;FURFURILADENINA;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;ARMSTRONG;AVESOP;1995-06-01;AVESOP JABON 100 G;AVENA SATIVA;2014-08-01;2014-12-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;ARMSTRONG;AVESOP;1995-06-01;AVESOP JABON 100 G;AVENA SATIVA;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;ARMSTRONG;AVESOP;1995-06-01;AVESOP JABON 100 G;AVENA SATIVA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;SILANES CORP.;DEALAN;1988-11-01;DEALAN CHMP. 100 G;ALANTOINA + ALQUITRAN DE HULLA + CLIOQUINOL;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CELL PHARMA S.A. DE C.V.;KITOSCELL-Q;2013-07-01;KITOSCELL-Q GEL 40 G;PIRFENIDONA;2016-12-01;2017-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CELL PHARMA S.A. DE C.V.;KITOSCELL-Q;2013-07-01;KITOSCELL-Q GEL 40 G;PIRFENIDONA;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;MEX AMERICA;HIDROQUIN;1997-07-01;HIDROQUIN LOC. 30 % 30 ML;ACIDO GLICOLICO + ACIDO KOJICO + HIDROQUINONA;2015-12-01;2016-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;SOLAQUIN;1996-07-01;SOLAQUIN CREM.TOP.TUB 4 % 30 G;HIDROQUINONA + PADIMATO O + PARSOL;2014-08-01;2014-12-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;SOLAQUIN;1996-07-01;SOLAQUIN CREM.TOP.TUB 4 % 30 G;HIDROQUINONA + PADIMATO O + PARSOL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;SOLAQUIN;1996-07-01;SOLAQUIN CREM.TOP.TUB 4 % 30 G;HIDROQUINONA + PADIMATO O + PARSOL;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BUSTILLOS;TIO NACHO;2014-05-01;TIO NACHO SHAMP ANTIED 1000 ML;CACAHUANANCHE + GINSENG + JALEA REAL;2014-12-01;2015-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;NESTLE CO;KAPPA ELASTIN;1991-11-01;KAPPA ELASTIN CREMA 1 % 60 G;ACEITE DE ALMENDRAS + GLICEROL;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;NESTLE CO;KAPPA ELASTIN;1991-11-01;KAPPA ELASTIN CREMA 1 % 60 G;ACEITE DE ALMENDRAS + GLICEROL;2016-12-01;2017-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;NESTLE CO;KAPPA ELASTIN;1991-11-01;KAPPA ELASTIN CREMA 1 % 60 G;ACEITE DE ALMENDRAS + GLICEROL;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;TEVA CORPORACION;JUVENTAGE;2012-06-01;JUVENTAGE TAB HAIR CAR 30;ACEITE DE BORRAJA + LICOPERSICUM AESCULENTUM + VITIS VINIFERA;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;TEVA CORPORACION;JUVENTAGE;2012-06-01;JUVENTAGE TAB HAIR CAR 30;ACEITE DE BORRAJA + LICOPERSICUM AESCULENTUM + VITIS VINIFERA;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BUSTILLOS;TIO NACHO;2009-02-01;TIO NACHO SHAMP ANTIED 415 ML;CACAHUANANCHE + GINSENG + JALEA REAL;2016-12-01;2017-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2001-03-01;MUSTELA 9 MESES CR.HIDR.EXTR 200 ML;ACEITE DE ALMENDRAS + ALFATOCOFEROL + MANTECA DE KARITE;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;STIEFEL;DUOPLANT;1998-08-01;DUOPLANT GEL TUBO 27 % 15 G;ACIDO SALICILICO;2014-04-01;2014-08-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;STIEFEL;DUOPLANT;1998-08-01;DUOPLANT GEL TUBO 27 % 15 G;ACIDO SALICILICO;2014-12-01;2015-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;DERMATIX ULTRA;2008-04-01;DERMATIX ULTRA GEL FAC CORP 15 G;CICLOPENTASILOXANO + DIMETICONA + FENILTRIMETICONA;2014-12-01;2015-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;DERMATIX ULTRA;2008-04-01;DERMATIX ULTRA GEL FAC CORP 15 G;CICLOPENTASILOXANO + DIMETICONA + FENILTRIMETICONA;2015-12-01;2016-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;INOVANCE;2008-01-01;INOVANCE CRA ANTIEDA 30 ML;ACIDO ASCORBICO + CARBOMERO + GLICEROL;2014-08-01;2014-12-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;NOVADERM;1996-10-01;NOVADERM CREMA REV.8 8 % 71 G;ACIDO GLICOLICO;2014-12-01;2015-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;VIELAIT;2009-07-01;VIELAIT CREMA 50 G;ACIDO SALICILICO + NICOTINAMIDA;2014-04-01;2014-08-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;CELL PHARMA S.A. DE C.V.;KITOSCELL-Q;2014-01-01;KITOSCELL-Q GEL 120 G;PIRFENIDONA;2014-04-01;2014-08-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CELL PHARMA S.A. DE C.V.;KITOSCELL-Q;2014-01-01;KITOSCELL-Q GEL 120 G;PIRFENIDONA;2016-12-01;2017-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRUPO FARMACEUTICO SOMAR;PILOVAIT;2011-01-01;PILOVAIT TABL 1 MG 28;FINASTERIDA;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRUPO FARMACEUTICO SOMAR;PILOVAIT;2011-01-01;PILOVAIT TABL 1 MG 28;FINASTERIDA;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;PILEXIL;2016-01-01;PILEXIL SHAMPO GRASA ANTI 300 ML;SERENOA REPENS + ZINC;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;PILEXIL;2016-01-01;PILEXIL SHAMPO GRASA ANTI 300 ML;SERENOA REPENS + ZINC;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;SISTEMA GB;2013-09-01;SISTEMA GB SHAMPO UNO MUJER 230 ML;CLOBETASOL + MINOXIDIL + TRETINOINA;2016-08-01;2016-12-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;SISTEMA GB;2013-09-01;SISTEMA GB SHAMPO UNO MUJER 230 ML;CLOBETASOL + MINOXIDIL + TRETINOINA;2016-12-01;2017-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;SISTEMA GB;2013-09-01;SISTEMA GB SHAMPO UNO MUJER 230 ML;CLOBETASOL + MINOXIDIL + TRETINOINA;2018-04-01;2018-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;SISTEMA GB;2013-09-01;SISTEMA GB SHAMPO UNO MUJER 230 ML;CLOBETASOL + MINOXIDIL + TRETINOINA;2018-08-01;2018-12-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2017-11-01;FOLCRESS SOL 5 % 2X1 60 ML + ZAPA;MINOXIDIL;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2004-06-01;FOLCRESS SOLN TOP 2 % 2X1 60 ML;MINOXIDIL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2004-06-01;FOLCRESS SOLN TOP 2 % 2X1 60 ML;MINOXIDIL;2016-08-01;2016-12-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2004-06-01;FOLCRESS SOLN TOP 2 % 2X1 60 ML;MINOXIDIL;2018-08-01;2018-12-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2004-06-01;FOLCRESS SOLN TOP 2 % 2X1 60 ML;MINOXIDIL;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2010-07-01;MUSTELA 9 MESES CR.ESTR.D/AC 150 ML;ACEITE DE AGUACATE + ARABINOGALACTANO + LUPEOL;2018-04-01;2018-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;MA EVANS;2011-05-01;MA EVANS LOC INTERVEN CAPI HOMBR 60 ML;MINOXIDIL;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;STIEFEL;DERMAC;1991-12-01;DERMAC JABON 100 G;GLUCAM P-10 + PLANTAREN 2000;2014-12-01;2015-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;STIEFEL;DERMAC;1991-12-01;DERMAC JABON 100 G;GLUCAM P-10 + PLANTAREN 2000;2016-04-01;2016-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;STIEFEL;DERMAC;1991-12-01;DERMAC JABON 100 G;GLUCAM P-10 + PLANTAREN 2000;2016-12-01;2017-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;MA EVANS;2011-07-01;MA EVANS SH JUVENTUD 350 ML;LAURILSULFATO + LAURILSULFATO DE AMONIO;2015-12-01;2016-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;MA EVANS;2011-07-01;MA EVANS SH JUVENTUD 350 ML;LAURILSULFATO + LAURILSULFATO DE AMONIO;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;MA EVANS;2011-07-01;MA EVANS SH JUVENTUD 350 ML;LAURILSULFATO + LAURILSULFATO DE AMONIO;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;MA EVANS;2011-07-01;MA EVANS SH JUVENTUD 350 ML;LAURILSULFATO + LAURILSULFATO DE AMONIO;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;BAUSCH HEALTH;KINERASE;2003-09-01;KINERASE LOC 40 ML;FURFURILADENINA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;SISTEMA GB;2013-06-01;SISTEMA GB SOL ALOPECIA 2 60 ML;CLOBETASOL + MINOXIDIL + TRETINOINA;2016-12-01;2017-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;SISTEMA GB;2013-06-01;SISTEMA GB SOL ALOPECIA 2 60 ML;CLOBETASOL + MINOXIDIL + TRETINOINA;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;SISTEMA GB;2013-06-01;SISTEMA GB SOL ALOPECIA 2 60 ML;CLOBETASOL + MINOXIDIL + TRETINOINA;2018-08-01;2018-12-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;MERCK SHARP DOHME;PROPESHIA;1998-02-01;PROPESHIA GRAG. 1 MG 28;FINASTERIDA;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;MERCK SHARP DOHME;PROPESHIA;1998-02-01;PROPESHIA GRAG. 1 MG 28;FINASTERIDA;2018-04-01;2018-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;MERZ PHARM;PANTOGAR;2007-08-01;PANTOGAR CAPS 30;ACIDO PANTOTENICO + SACCHAROMYCES CEREVISIAE + TIAMINA;2018-08-01;2018-12-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2006-06-01;FOLCRESS SOL 5 % 60 ML;MINOXIDIL;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2006-06-01;FOLCRESS SOL 5 % 60 ML;MINOXIDIL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2006-06-01;FOLCRESS SOL 5 % 60 ML;MINOXIDIL;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2006-06-01;FOLCRESS SOL 5 % 60 ML;MINOXIDIL;2016-08-01;2016-12-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2006-06-01;FOLCRESS SOL 5 % 60 ML;MINOXIDIL;2016-12-01;2017-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2006-06-01;FOLCRESS SOL 5 % 60 ML;MINOXIDIL;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;LECIDERM;1900-12-01;LECIDERM JABON 90 G;LECITINA;2016-08-01;2016-12-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOMA LAB INT;MA EVANS;2016-06-01;MA EVANS SHA FUERZA EXTR 650 ML;ACHILLEA MILLEFOLIUM + ROMERO + SAVIA;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOVE;PILOPEPTAN;2013-10-01;PILOPEPTAN CPR WOMAN 30;NICOTINAMIDA + PIRIDOXINA + RIBOFLAVINA;2014-08-01;2014-12-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GENOVE;PILOPEPTAN;2013-10-01;PILOPEPTAN CPR WOMAN 30;NICOTINAMIDA + PIRIDOXINA + RIBOFLAVINA;2014-12-01;2015-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOVE;PILOPEPTAN;2013-10-01;PILOPEPTAN CPR WOMAN 30;NICOTINAMIDA + PIRIDOXINA + RIBOFLAVINA;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOVE;PILOPEPTAN;2013-10-01;PILOPEPTAN CPR WOMAN 30;NICOTINAMIDA + PIRIDOXINA + RIBOFLAVINA;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GENOVE;PILOPEPTAN;2013-10-01;PILOPEPTAN CPR WOMAN 30;NICOTINAMIDA + PIRIDOXINA + RIBOFLAVINA;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DERMAZONE;CAPILARIUM;2016-01-01;CAPILARIUM LOCION FORTE 8 % 120 ML;ALFATOCOFEROL + MINOXIDIL + TRETINOINA;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2014-10-01;FOLCRESS SH REPAIR CAPIL 260 ML;MINOXIDIL;2015-12-01;2016-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2014-10-01;FOLCRESS SH REPAIR CAPIL 260 ML;MINOXIDIL;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;MERCK;HEALCREM;2011-09-01;HEALCREM CREMA 35 % 50 G;SYMPHYTUM OFFICINALE;2016-08-01;2016-12-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;SISVITE;2016-05-01;SISVITE CAPS M 28 0.5ML +LEN TES;ACIDO ASCORBICO + ALFATOCOFEROL;2016-08-01;2016-12-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;SISVITE;2016-05-01;SISVITE CAPS M 28 0.5ML +LEN TES;ACIDO ASCORBICO + ALFATOCOFEROL;2016-12-01;2017-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2007-09-01;MUSTELA 9 MESES BMO PEZON 30 ML;BISABOLOL + LUPEOL + MANTECA DE KARITE;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2007-09-01;MUSTELA 9 MESES BMO PEZON 30 ML;BISABOLOL + LUPEOL + MANTECA DE KARITE;2015-12-01;2016-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2008-05-01;FOLCRESS SOL 5 % 2X1 60 ML;MINOXIDIL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2008-05-01;FOLCRESS SOL 5 % 2X1 60 ML;MINOXIDIL;2016-08-01;2016-12-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2008-05-01;FOLCRESS SOL 5 % 2X1 60 ML;MINOXIDIL;2016-12-01;2017-04-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2008-05-01;FOLCRESS SOL 5 % 2X1 60 ML;MINOXIDIL;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2008-05-01;FOLCRESS SOL 5 % 2X1 60 ML;MINOXIDIL;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;FOLCRESS;2008-05-01;FOLCRESS SOL 5 % 2X1 60 ML;MINOXIDIL;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;TEVA CORPORACION;JUVENTAGE;2008-07-01;JUVENTAGE CAPS DUOPACK 30;ACEITE DE BORRAJA + LICOPERSICUM AESCULENTUM + VITIS VINIFERA;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GLENMARK PHARMACEUTIC MEXICO S;LASDERMA;2017-03-01;LASDERMA CREMA 30 G;ACIDO GLICOLICO + ACIDO KOJICO + ARBUTINA;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CARNOT;VITANOIN;2008-10-01;VITANOIN CAPS 30;ACIDO ASCORBICO + ALFATOCOFEROL;2014-04-01;2014-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CARNOT;VITANOIN;2008-10-01;VITANOIN CAPS 30;ACIDO ASCORBICO + ALFATOCOFEROL;2017-04-01;2017-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;MERZ PHARM;MEDERMA;2004-10-01;MEDERMA GEL TBO 20 G;ALANTOINA + ALLIUM CEPAE + POLIETILENGLICOL;2014-04-01;2014-08-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;PILEXIL;2010-11-01;PILEXIL SPRAY 120 ML;SERENOA REPENS + ZINC;2014-04-01;2014-08-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;PILEXIL;2010-11-01;PILEXIL SPRAY 120 ML;SERENOA REPENS + ZINC;2014-12-01;2015-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;GRISI CORP.;PILEXIL;2010-11-01;PILEXIL SPRAY 120 ML;SERENOA REPENS + ZINC;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;JOHNSON+JOHNSON CO;NEUTROGENA PCT;1992-02-01;NEUTROGENA PCT CHMP. 177 ML;ALQUITRAN DE HULLA;2016-04-01;2016-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA;2007-01-01;MUSTELA COLONIA MUST 100 ML;ESENCIA DE PINO + MANTECA DE KARITE + MIEL;2016-04-01;2016-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA;2007-01-01;MUSTELA COLONIA MUST 100 ML;ESENCIA DE PINO + MANTECA DE KARITE + MIEL;2016-08-01;2016-12-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;PROCTER&GAMBLE COR;CLEARASIL;2004-09-01;CLEARASIL LOC. FACIAL 200 ML;PEROXIDO DE BENZOILO;2015-12-01;2016-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2000-01-01;MUSTELA 9 MESES GEL INT.PIER 125 ML;ACEITE DE AGUACATE + ELASTOREGULADOR + LUPEOL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2000-01-01;MUSTELA 9 MESES GEL INT.PIER 125 ML;ACEITE DE AGUACATE + ELASTOREGULADOR + LUPEOL;2015-12-01;2016-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2000-01-01;MUSTELA 9 MESES GEL INT.PIER 125 ML;ACEITE DE AGUACATE + ELASTOREGULADOR + LUPEOL;2016-04-01;2016-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;POEN VISION S.A. DE C.V.;KINOR;2003-03-01;KINOR SOLN C/APLIC 15 % 5 ML;ACIDO LACTICO + ACIDO SALICILICO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;POEN VISION S.A. DE C.V.;CETOPIC;2001-02-01;CETOPIC CREMA 30 G;ACIDO HIALURONICO + ALFATOCOFEROL + FOSFATO DE SODIO;2016-04-01;2016-08-01;lanzamiento
ALTA;D11A  OTROS PROD.DERMATOLOGICO;POEN VISION S.A. DE C.V.;CETOPIC;2001-02-01;CETOPIC CREMA 30 G;ACIDO HIALURONICO + ALFATOCOFEROL + FOSFATO DE SODIO;2016-08-01;2016-12-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;ANDROMACO;MAXILENE;1999-10-01;MAXILENE LOC. CAPILAR 60 ML;BASE SILICON;2014-12-01;2015-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;ANDROMACO;MAXILENE;1999-10-01;MAXILENE LOC. CAPILAR 60 ML;BASE SILICON;2015-12-01;2016-04-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;ANDROMACO;MAXILENE;1999-10-01;MAXILENE LOC. CAPILAR 60 ML;BASE SILICON;2016-04-01;2016-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CELL PHARMA S.A. DE C.V.;KITOSCELL;2008-10-01;KITOSCELL GEL TBO 90 G;PIRFENIDONA;2016-04-01;2016-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CELL PHARMA S.A. DE C.V.;KITOSCELL;2008-10-01;KITOSCELL GEL TBO 90 G;PIRFENIDONA;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;CELL PHARMA S.A. DE C.V.;KITOSCELL;2008-10-01;KITOSCELL GEL TBO 90 G;PIRFENIDONA;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;UNITONE;1995-11-01;UNITONE CREMA 30 G;BETACAROTENO + BUTIL-METOXIDIBENZOILMETANO + METOXICINAMATO;2018-04-01;2018-08-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;EXPANSCIENCE MEXICO;MUSTELA 9 MESES;2013-04-01;MUSTELA 9 MESES CR.EST D/ACC GEL REEST /BAL NE POS;ACEITE DE AGUACATE + ARABINOGALACTANO + LUPEOL;2014-08-01;2014-12-01;lanzamiento
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;ECLIPSOL;2009-02-01;ECLIPSOL CAPS 30;ESENCIA DE PINO + VACCINIUM + VITIS VINIFERA;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;D11A  OTROS PROD.DERMATOLOGICO;DARIER,SA DE CV,LABS DERMAT;NOVADERM;1996-10-01;NOVADERM LOC.HP 20 2 % 227 ML;ACIDO GLICOLICO;2014-04-01;2014-08-01;lanzamiento
